epoch,lr,train_loss,train_acc,val_loss,val_acc,precision,recall,fscore,cohen_kappa_score
86,0.001,0.67600626,0.74030626,1.0422592,0.60567456,[0.81780771 0.55699452 0.5768051  0.48259752],[0.76399677 0.60023594 0.54266588 0.48661376],[0.78855477 0.57761765 0.55787605 0.48334127],0.4547995153829077
87,0.001,0.69768345,0.7304033,1.1300517,0.61667633,[0.83734393 0.5563322  0.5666135  0.53351664],[0.7589199  0.61148294 0.47828702 0.58296296],[0.79394894 0.58202674 0.51197425 0.55463662],0.4643786437444559
88,0.001,0.67744094,0.73269796,1.1714367,0.60972786,[0.74550196 0.56119405 0.59003988 0.5327621 ],[0.78543585 0.61025742 0.43604995 0.56883598],[0.76450337 0.58326642 0.48988541 0.5432865 ],0.4554933711446905
89,0.001,0.6527192,0.74755013,1.182163,0.59756804,[0.88231053 0.53397014 0.54873512 0.47557774],[0.70694125 0.61384459 0.55476434 0.45550265],[0.78346281 0.57077857 0.5482866  0.45679487],0.4367156111832815
90,0.001,0.6627701,0.7480761,1.146506,0.6213086,[0.78455797 0.55504308 0.61290306 0.57719008],[0.77873833 0.65632893 0.37116335 0.62751323],[0.77998014 0.60015519 0.45285893 0.59808707],0.46512683956913464
91,0.001,0.656371,0.7476325,1.1341782,0.611465,[0.83931579 0.54590285 0.55631663 0.49174885],[0.76818981 0.62777086 0.54255144 0.43063492],[0.80082652 0.58346789 0.54512113 0.45169054],0.45203773288815485
92,0.001,0.6509302,0.74794996,1.1345909,0.6178344,[0.7904561  0.56123442 0.63654628 0.47296082],[0.76110871 0.62668282 0.47622086 0.55502646],[0.77369476 0.5918243  0.53847115 0.50861109],0.465081595310779
93,0.001,0.6303183,0.75258684,1.2139626,0.6085698,[0.80970411 0.54607928 0.57948223 0.52657524],[0.7610296  0.63184352 0.48849029 0.50248677],[0.78174737 0.58468165 0.52043097 0.50063444],0.4543475003386675
94,0.001,0.6166779,0.7630406,1.1388836,0.611465,[0.78565282 0.55373001 0.58326673 0.5357494 ],[0.75470049 0.58724481 0.52895179 0.56465608],[0.76773668 0.56944333 0.54820701 0.54288792],0.46036303628112957
95,0.001,0.6308877,0.75608796,1.1796066,0.611465,[0.75859324 0.55099229 0.57493181 0.52291765],[0.78210027 0.64374434 0.45442102 0.48328042],[0.76947673 0.59326025 0.50262852 0.49159065],0.45332605601327636
96,0.001,0.6496562,0.74622566,1.1765568,0.61262304,[0.84036834 0.54710107 0.58765432 0.4908197 ],[0.74970272 0.6315132  0.50797372 0.50613757],[0.7907365  0.58585946 0.53842554 0.49104026],0.45896999709884617
97,0.001,0.6164807,0.7605371,1.1903255,0.62015057,[0.82623139 0.55603379 0.58889567 0.52905912],[0.78173188 0.6198397  0.49146993 0.55026455],[0.80208397 0.58591468 0.53099314 0.53495573],0.4703283777675667
98,0.001,0.6080635,0.76419574,1.2073241,0.5998842,[0.84627425 0.53160484 0.54017911 0.48776276],[0.73264129 0.64150111 0.44426842 0.50830688],[0.78497425 0.58137708 0.48244297 0.49150384],0.43588347669357747
99,0.001,0.59591115,0.77201074,1.2070312,0.6004632,[0.76796646 0.53277511 0.5695408  0.48899148],[0.76904728 0.58645124 0.48102019 0.52216931],[0.7681189  0.5578324  0.51449787 0.50375377],0.4386950494336434
100,0.001,0.6292421,0.7552065,1.2442093,0.5865663,[0.7600445  0.50949546 0.56607567 0.48269467],[0.77495525 0.59837838 0.43552531 0.47343915],[0.76689753 0.5501166  0.48553694 0.47446482],0.4141469036707705
101,0.001,0.5957016,0.7603427,1.2356627,0.6045165,[0.79834853 0.53431488 0.57808024 0.47935019],[0.77529728 0.6194622  0.48810802 0.46502646],[0.78596175 0.57275714 0.52313015 0.46425246],0.4394576911862292
102,0.001,0.5954612,0.7722491,1.2326982,0.611465,[0.80759159 0.54036406 0.58551752 0.49842515],[0.78083685 0.63510038 0.50276936 0.46820106],[0.79354837 0.58311241 0.53607309 0.47644962],0.45333304408101105
103,0.001,0.5878994,0.7748881,1.2249432,0.6103069,[0.74719025 0.54151782 0.60140894 0.53750382],[0.76787415 0.647817   0.47161008 0.48751323],[0.75667091 0.5894881  0.52066739 0.50377453],0.4533674790952562
104,0.001,0.61057395,0.7638398,1.2711629,0.60799074,[0.82852285 0.54273082 0.56409015 0.49679629],[0.7544112  0.63818436 0.48458754 0.48137566],[0.78918154 0.58658896 0.51633643 0.48447146],0.44802485224152927
105,0.001,0.6067294,0.7661168,1.2891833,0.5848292,[0.75774828 0.53619027 0.54242272 0.44834706],[0.77329306 0.58340899 0.42544234 0.50640212],[0.76496859 0.55878442 0.47504464 0.47533672],0.421096661334313
106,0.001,0.58853203,0.77096874,1.2765085,0.61436015,[0.8208323  0.54945073 0.54868152 0.50594006],[0.78876023 0.65014508 0.45807351 0.47708995],[0.80333366 0.59525835 0.49382509 0.48062016],0.455711236273683
107,0.001,0.59732264,0.77248585,1.2374611,0.6149392,[0.77062598 0.57000726 0.55461571 0.4877114 ],[0.7979774  0.62354529 0.43653633 0.53851852],[0.7828071  0.59549867 0.48389046 0.5101313 ],0.4599758284286823
108,0.001,0.60529137,0.76276296,1.2327603,0.6016213,[0.76779495 0.54426169 0.55038195 0.51561371],[0.75870972 0.61059817 0.45422798 0.53433862],[0.76274554 0.57543414 0.4954581  0.52230738],0.4424631023497137
109,0.001,0.5973922,0.76124084,1.2832639,0.60972786,[0.80871159 0.54813772 0.58035573 0.47714896],[0.77745972 0.63254997 0.44385753 0.52883598],[0.79079168 0.58711305 0.49378092 0.49779182],0.4543533272002401
110,0.001,0.5822262,0.7780703,1.3030539,0.6022003,[0.75462192 0.53609999 0.5638448  0.48447348],[0.82113141 0.60280313 0.45875293 0.46269841],[0.78607999 0.56713511 0.50177089 0.46468387],0.4420545981662772
111,0.001,0.5842234,0.7756146,1.237979,0.58888245,[0.77568679 0.53020941 0.55568731 0.47145907],[0.74482563 0.61141261 0.4254644  0.51571429],[0.75978252 0.56789465 0.4771883  0.49029289],0.4212994626345134
112,0.001,0.5894774,0.7713691,1.267286,0.59351474,[0.7482245  0.54543688 0.54921244 0.4769927 ],[0.75409554 0.61257506 0.45224696 0.5094709 ],[0.75103969 0.57694341 0.49240115 0.48897142],0.43230885799905333
113,0.001,0.57810396,0.77137244,1.2726,0.60972786,[0.80073037 0.55068714 0.56718787 0.47789855],[0.7679269  0.63734678 0.44779475 0.51587302],[0.78367702 0.59066233 0.4907986  0.49260982],0.44894467752766937
114,0.001,0.5676923,0.77887374,1.2996505,0.5894615,[0.76665969 0.52240145 0.5454602  0.48078259],[0.7523015  0.60832227 0.44876475 0.47915344],[0.75939351 0.56189764 0.48218081 0.47582877],0.41883259425518576
115,0.001,0.57376415,0.7785883,1.2878945,0.6010423,[0.72737052 0.54262548 0.54865258 0.5336496 ],[0.83383119 0.5805682  0.42392874 0.55571429],[0.77661976 0.56056508 0.47045842 0.54220351],0.44243459392269097
116,0.001,0.5890225,0.77228653,1.3266599,0.59293574,[0.76603128 0.5319726  0.54716918 0.48034607],[0.78045327 0.62881806 0.40530811 0.47010582],[0.77264362 0.57612677 0.46273975 0.47378216],0.42389660839068166
117,0.001,0.5688933,0.77593815,1.3347045,0.6016213,[0.77011296 0.55181724 0.53962792 0.50805814],[0.78256297 0.60858226 0.3955664  0.5752381 ],[0.77536734 0.57856169 0.45211633 0.53826063],0.4412915188482282
118,0.001,0.55808717,0.78327405,1.3190603,0.6016213,[0.74720641 0.54838917 0.54582347 0.53439994],[0.81157221 0.60684312 0.40015443 0.55677249],[0.77758571 0.57585281 0.45695971 0.54304029],0.4433465334556835
119,0.001,0.5628534,0.7781977,1.2782731,0.61204404,[0.7947048  0.55875256 0.53779462 0.51334442],[0.80310702 0.62561974 0.4342992  0.53455026],[0.79850145 0.59024133 0.47753956 0.52081927],0.45784620228706063
120,0.001,0.5631568,0.7771365,1.2864258,0.6137811,[0.76660103 0.55546597 0.54724949 0.52219399],[0.83174786 0.62991971 0.43303206 0.49920635],[0.79756868 0.59033989 0.47942903 0.50730117],0.45621397563762484
121,0.001,0.5767721,0.777747,1.3153551,0.6085698,[0.79251734 0.55441006 0.53626444 0.49885086],[0.78344681 0.61948307 0.4491029  0.52449735],[0.78795317 0.58497491 0.48582939 0.5076443 ],0.4509124373162467
