epoch,lr,train_loss,train_acc,val_loss,val_acc,precision,recall,fscore,cohen_kappa_score
11,0.001,0.9760241,0.5794616,1.260764,0.47481182,[0.82770043 0.40369638 0.40296108 0.        ],[0.66850387 0.36884615 0.84984747 0.        ],[0.73303476 0.38000031 0.53744686 0.        ],0.27966354171411456
12,0.001,0.92926735,0.60817564,1.1822981,0.4939201,[0.86824271 0.4367091  0.44412176 0.        ],[0.5872267  0.50369357 0.80099654 0.        ],[0.69433566 0.46447712 0.55987994 0.        ],0.29222747930874887
13,0.001,0.92510414,0.62259346,1.1697713,0.50781703,[0.8223694  0.45440857 0.42715988 0.        ],[0.6954034  0.46724199 0.78952613 0.        ],[0.74714601 0.45643494 0.54524337 0.        ],0.3124036021740492
14,0.001,0.9175576,0.6295476,1.2226381,0.4863926,[0.90653378 0.42015793 0.41819848 0.        ],[0.60600307 0.49665444 0.74053285 0.        ],[0.7193968  0.45191263 0.52345858 0.        ],0.27617081997779214
15,0.001,0.94125015,0.5961896,1.0859057,0.5298205,[0.76184735 0.46406599 0.45493827 0.        ],[0.80437444 0.55139306 0.65544445 0.        ],[0.77594867 0.50138208 0.52569401 0.        ],0.33802465826732053
16,0.001,0.89526474,0.6244151,1.0703801,0.5298205,[0.87027057 0.45505812 0.46066838 0.        ],[0.69118399 0.60679412 0.65241414 0.        ],[0.76337898 0.51801857 0.52821741 0.        ],0.3279312301845617
17,0.001,0.85909,0.6430644,1.0211525,0.55240303,[0.80241546 0.48194232 0.48180708 0.        ],[0.7724244  0.64773533 0.60530432 0.        ],[0.78096024 0.5508809  0.52433119 0.        ],0.35686710077485584
18,0.001,0.8867472,0.6324937,0.9764081,0.5610886,[0.93406357 0.47369655 0.48067939 0.53174603],[0.67772104 0.67939509 0.58367545 0.10047619],[0.7821563  0.55780205 0.51701927 0.16693248],0.36495869621366034
19,0.001,0.8726826,0.6293296,0.97738683,0.5645628,[0.72922832 0.48879545 0.4952841  0.61904762],[0.83049562 0.66241841 0.51266516 0.05809524],[0.7707559  0.56188849 0.49625612 0.10575925],0.3687597901846396
20,0.001,0.8794494,0.6260622,1.0516076,0.5269253,[0.88964212 0.45111437 0.4535875  0.        ],[0.68993175 0.57354087 0.69548919 0.        ],[0.76986345 0.5034409  0.54128802 0.        ],0.32428297534130796
21,0.001,0.8494005,0.64334905,1.026593,0.5327157,[0.84877555 0.46113173 0.44917414 0.53916667],[0.7320731  0.47456833 0.77358145 0.10396825],[0.78312576 0.46516201 0.5602116  0.17338638],0.3520344885821474
22,0.001,0.8187337,0.6567922,0.94098246,0.5911986,[0.98561371 0.49053136 0.55419583 0.63333333],[0.68787479 0.81212497 0.50153015 0.09031746],[0.80908151 0.61143969 0.51828047 0.15669599],0.39509311388514146
23,0.001,0.80412185,0.6630787,0.88996476,0.59930515,[0.87266363 0.50501551 0.53438322 0.64102564],[0.76701669 0.73825537 0.56684005 0.10031746],[0.81567632 0.59952483 0.54528202 0.172947  ],0.41595403751809973
24,0.001,0.79512066,0.67125076,0.89574784,0.581355,[0.7697752  0.51174735 0.49003145 0.58339492],[0.81283963 0.5470772  0.70392929 0.20825397],[0.78821405 0.52744596 0.56728768 0.30651972],0.41359028914841084
25,0.001,0.78434914,0.67419297,0.8883912,0.6282571,[0.90449931 0.5197733  0.58807968 0.57520325],[0.70886635 0.82438106 0.46898412 0.24761905],[0.79467469 0.63755987 0.51427155 0.34598804],0.4465437071848684
26,0.001,0.770584,0.67309916,0.8880273,0.6311523,[0.99062156 0.51530781 0.6539447  0.56397306],[0.68910066 0.89501557 0.43648876 0.18920635],[0.81196911 0.65401437 0.51260567 0.28333244],0.44338891901835736
27,0.001,0.7511883,0.68951786,0.97333074,0.5686161,[0.63069485 0.52857371 0.50235425 0.56349206],[0.86070435 0.50908249 0.67851143 0.17206349],[0.72148957 0.51817218 0.56908671 0.26055153],0.3981862079427878
28,0.001,0.7820827,0.67397994,0.8687425,0.6357846,[0.90115926 0.55689746 0.57740966 0.48736032],[0.75813035 0.69766489 0.54335633 0.41507937],[0.82255624 0.61908974 0.55390807 0.44352389],0.4755999633369837
29,0.001,0.7681574,0.68060344,0.9066344,0.62941515,[0.9499482  0.53451144 0.56644506 0.6074835 ],[0.70547804 0.76159059 0.5562707  0.30608466],[0.808445   0.62796045 0.55711945 0.39454056],0.4623605021671852
30,0.001,0.7455365,0.68053395,0.8869712,0.61667633,[0.76702196 0.55373363 0.54093259 0.72437108],[0.82835954 0.66089071 0.58587812 0.28650794],[0.79419971 0.60214159 0.55768375 0.37100061],0.4578384340535651
31,0.001,0.7400528,0.6885997,0.8857703,0.6253619,[0.83098256 0.56253139 0.55788579 0.61566696],[0.80989883 0.58100424 0.62083226 0.5221164 ],[0.81970155 0.57045063 0.58354039 0.55018672],0.48544239359956837
32,0.001,0.7210515,0.7011437,0.87492096,0.64447016,[0.81534063 0.54354741 0.6606752  0.71993414],[0.80989883 0.77040243 0.44010679 0.4057672 ],[0.81212513 0.63714217 0.52392735 0.49960317],0.4832090593414464
33,0.001,0.72129387,0.70659304,0.89558053,0.6375217,[0.86866076 0.55773512 0.57436626 0.56475009],[0.74631441 0.70840871 0.54835524 0.40703704],[0.80262714 0.62385114 0.5566226  0.47174873],0.4788259368663274
34,0.001,0.7042788,0.70590985,0.8553055,0.6409959,[0.71761708 0.58460993 0.58537249 0.58019324],[0.85565385 0.64543493 0.57272383 0.39978836],[0.7778665  0.61308897 0.57523658 0.46435933],0.49089844578879865
35,0.001,0.6900654,0.7162275,0.8987295,0.6392588,[0.8808791  0.54036895 0.65783234 0.60730408],[0.76310175 0.81798032 0.45235416 0.30666667],[0.81593909 0.65063261 0.53028319 0.39488919],0.47131405492871864
36,0.001,0.65860736,0.7201268,0.911974,0.6328894,[0.79974747 0.56648735 0.59199672 0.54372765],[0.79935031 0.67369854 0.54073691 0.44100529],[0.79799181 0.61517758 0.55987755 0.47703128],0.48339275621222083
37,0.001,0.64068,0.7434521,0.9726947,0.62072957,[0.74106918 0.6023844  0.52599735 0.48688811],[0.84604191 0.58166033 0.60798682 0.41603175],[0.78143639 0.59060435 0.55912073 0.44434309],0.4755758110777699
38,0.001,0.6938444,0.71056515,0.88635516,0.64389116,[0.82502532 0.55815849 0.58251697 0.58517111],[0.80188115 0.76156336 0.47158147 0.36396825],[0.81273965 0.64401343 0.51651464 0.43916944],0.4845985547497344
39,0.001,0.66635007,0.7210519,0.8902849,0.6311523,[0.86216377 0.54063448 0.66826309 0.60336475],[0.79851921 0.81367399 0.23424577 0.49037037],[0.82807203 0.64917549 0.33881221 0.53746579],0.46229941593856916
40,0.001,0.6292238,0.7357143,0.88431835,0.641575,[0.780904   0.58710306 0.61884579 0.54295369],[0.80945132 0.67033778 0.52790181 0.51306878],[0.7911942  0.6258813  0.56315621 0.52545723],0.4986170741898343
41,0.001,0.61966574,0.7354267,0.93490595,0.62015057,[0.80415705 0.54838322 0.59318481 0.53361993],[0.80859385 0.66144744 0.46360293 0.48767196],[0.80243249 0.59921749 0.51640149 0.50307272],0.4665072344880467
42,0.001,0.628841,0.7465734,0.9570656,0.6363636,[0.85050643 0.54227792 0.57630081 0.63254923],[0.7833677  0.76506886 0.50712919 0.2952381 ],[0.81395344 0.63440616 0.53382459 0.39899874],0.4713639894279032
43,0.001,0.63053995,0.7437562,0.888531,0.6479444,[0.85477068 0.55884309 0.59770024 0.59796296],[0.79929756 0.76822953 0.47275692 0.39031746],[0.82405189 0.64695061 0.52400485 0.46584841],0.49288168956923334
44,0.001,0.5988189,0.7513072,0.9293901,0.6213086,[0.73873651 0.5500514  0.55696849 0.58849568],[0.84176975 0.70051112 0.31909563 0.50571429],[0.78402738 0.61584516 0.40130512 0.54367387],0.45669245507138884
45,0.001,0.6080417,0.746513,0.9536584,0.6473654,[0.73227461 0.58285622 0.62923792 0.57684348],[0.84101777 0.745677   0.45401599 0.41269841],[0.77940291 0.65404667 0.52211477 0.47255131],0.4997027174535991
46,0.001,0.60719913,0.7485217,0.9494324,0.63173133,[0.80676259 0.55353423 0.61091715 0.58308482],[0.76613285 0.73035869 0.44068486 0.46343915],[0.785075   0.62938147 0.50896047 0.50353556],0.47865200136819025
47,0.001,0.5842158,0.7609873,0.94539154,0.6473654,[0.8548717  0.5663144  0.58314499 0.64115637],[0.81529136 0.71688117 0.57062905 0.37190476],[0.83340082 0.63269325 0.57383246 0.4630889 ],0.501041670804042
48,0.001,0.571474,0.75620174,0.9702106,0.6299942,[0.7351586  0.56766509 0.58896477 0.54872274],[0.87539317 0.65872507 0.53614889 0.37074074],[0.79589739 0.60958543 0.5586533  0.42979374],0.4841873136867812
49,0.001,0.5526446,0.76930004,0.9997599,0.62304574,[0.72737294 0.54591402 0.62662563 0.55761617],[0.84815161 0.74877142 0.33344743 0.39603175],[0.77739865 0.63100217 0.42952287 0.45914008],0.45626714000403235
50,0.001,0.5886405,0.7512297,1.023801,0.6236248,[0.8473851  0.54695205 0.63738547 0.51799965],[0.74036888 0.78735733 0.36346573 0.42084656],[0.78742962 0.6443633  0.4608242  0.45659771],0.4591855215393043
51,0.001,0.553807,0.7694604,0.97425383,0.6224667,[0.75213052 0.56567331 0.54593104 0.55100352],[0.87117376 0.60059529 0.65164959 0.3078836 ],[0.80334797 0.58259592 0.59016711 0.3821705 ],0.4739192608386557
52,0.001,0.5197255,0.78571355,0.96427375,0.6386798,[0.7976304  0.55948914 0.59595286 0.59119161],[0.81773191 0.70447807 0.50330572 0.4294709 ],[0.80409911 0.62358878 0.54057818 0.49407974],0.4882614675986079
53,0.001,0.5178316,0.786713,0.9825603,0.6282571,[0.77238829 0.55775999 0.53704057 0.57950938],[0.84505258 0.66221469 0.52768017 0.38280423],[0.80433715 0.60529704 0.52978881 0.45091835],0.47496738857881954
54,0.001,0.54150444,0.7836346,0.9988821,0.63346845,[0.83011272 0.55965354 0.62085572 0.54496333],[0.76013457 0.72349788 0.51796121 0.40730159],[0.79121257 0.63062042 0.56267018 0.46050699],0.48172115626634443
55,0.001,0.51149905,0.79305047,1.0104204,0.6473654,[0.78496458 0.57788089 0.5825103  0.62059183],[0.77695947 0.68721191 0.56378114 0.47656085],[0.7771778  0.62696994 0.56132138 0.53583883],0.5032344795561707
56,0.001,0.47891706,0.8041125,1.0413771,0.6259409,[0.75976684 0.54822626 0.55014864 0.57433731],[0.82870157 0.65139873 0.57166799 0.3505291 ],[0.78927241 0.59516986 0.55229224 0.42953492],0.46880182396114495
57,0.001,0.4735307,0.81169844,1.0408547,0.6155182,[0.77016666 0.55670793 0.53071649 0.5607612 ],[0.77401867 0.63853328 0.51446279 0.47619048],[0.76935997 0.59460891 0.51859751 0.50953818],0.46225084451920656
58,0.001,0.5017087,0.7982996,1.1005021,0.62072957,[0.86089585 0.54153473 0.54570503 0.54741438],[0.754595   0.70669725 0.52687459 0.3468254 ],[0.80344924 0.61274193 0.52748842 0.42082311],0.45754126114811305
59,0.001,0.48383814,0.8038606,1.0799745,0.6299942,[0.75199502 0.5705784  0.59845953 0.5579498 ],[0.83453043 0.68282164 0.48288091 0.44904762],[0.78372445 0.62135046 0.52767245 0.48869825],0.48471025174958954
